Year,Date,Ticker,Company Name,Response,Event Type NLP
2011,2011-09-14,RAVE,RAVE RESTAURANT GROUP INC,['No specific news or real-world events are mentioned in the Risk Factors section of the SEC filing for RAVE RESTAURANT GROUP INC dated 2011-09-14.'],['Business']
2011,2011-07-29,CTAS,CINTAS CORP,"[""The global economic downturn and ongoing economic uncertainty may continue to negatively impact the Company's business, financial condition, and results of operations."", ""The Company's business may be adversely affected by changes in customer preferences, including a shift towards lower-priced products or services."", ""The Company's operations may be negatively impacted by disruptions in its supply chain, including shortages of raw materials or components."", ""The Company's financial performance may be adversely affected by changes in labor costs, including increases in wages or benefits for employees."", ""The Company's business may be negatively impacted by changes in government regulations or policies, including changes in tax laws or environmental regulations.""]","['Economy', 'Business', 'Business', 'Economy', 'Business']"
2011,2011-02-23,FLO,FLOWERS FOODS INC,"['Economic conditions have deteriorated significantly throughout the United States in recent years and may continue to exist for the foreseeable future.', 'Agricultural commodity prices reached all-time high levels during 2007 and the first half of 2008 before declining during 2009.', 'Commodity prices began to rise in the second half of 2010 and are expected to continue rising during 2011.', 'Changes in interest rates can impact contribution requirements for pension plans.', 'Legislation or regulation affecting inputs such as natural gas, diesel fuel, and electricity could materially affect profitability.', 'Legislation designed to control emissions affecting climate change could affect procurement costs and require additional unplanned capital expenditures.', ""Provisions in the company's organizational documents may delay, deter, or inhibit a future acquisition if not approved by the Board of Directors.""]","['Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'Business']"
2011,2011-03-17,TILE,INTERFACE INC,"['Ongoing worldwide financial and credit crisis affecting availability of liquidity and credit', 'Sales of principal products affected by adverse economic cycles in renovation and construction', 'Competition with manufacturers in highly competitive commercial floorcovering products market', 'Dependence on senior management executives and principal design consultant', 'Political, economic, and other uncertainties in international operations', 'Large increases in cost of petroleum-based raw materials affecting financial results', 'Unanticipated termination or interruption of arrangements with primary third party suppliers of synthetic fiber', 'Significant amount of indebtedness with negative consequences', 'Market price volatility of common stock affecting investment value', 'Potential non-cash adjustments to goodwill affecting future earnings', 'Chairman and insiders having sufficient voting power to elect majority of Board of Directors', 'Rights Agreement discouraging tender offers or transactions for stock premium']","['Economy', 'Economy', 'Business', 'General', 'Economy', 'Economy', 'Business', 'Economy', 'Business', 'Economy', 'Political', 'Business']"
2011,2011-03-30,M,MACY'S INC,['Changes in'],['Business']
2011,2011-03-11,TGT,TARGET CORP,"['Economic downturns and fluctuations in consumer spending may negatively impact our business', 'Competition from online retailers and other brick-and-mortar stores may affect our sales and profitability', 'Changes in government regulations, including tax laws and trade policies, could impact our operations', 'Disruptions in our supply chain, such as natural disasters or labor strikes, could result in inventory shortages', 'Data breaches and cybersecurity threats could harm our reputation and financial performance']","['Economy', 'Business', 'Economy', 'Economy', 'Business']"
2011,2011-03-21,AE,ADAMS RESOURCES & ENERGY INC,"['Disruptions in the credit markets and concerns about global economic growth in 2008', 'General economic conditions improving in 2010', 'Proposed U.S. federal budget for fiscal year 2012 repealing certain tax incentives', 'Several proposals before the U.S. Congress regarding hydraulic fracturing', 'Security issues related to terrorist attacks on liquid combustible materials', 'Current and future litigation involving the Company']","['Economy', 'Economy', 'Economy', 'Political', 'Energy', 'Business']"
2011,2011-04-01,CAL,CALERES INC,"['Worldwide economic conditions deteriorated in 2008 and 2009, impacting consumer spending and confidence.', 'Retail industry consolidation is increasing, leading to more competitive pricing and direct sourcing from manufacturers overseas.', 'Acquisition of ASG in 2011 expanded presence in performance footwear market, adding new challenges and competition.', 'Implementation of new ERP system in 2010 resulted in delays and challenges in financial statement closing process.', 'Dependence on foreign sourcing, particularly in China, exposes risks related to political instability, labor shortages, and natural disasters.', ""Rising insurance costs for self-insured programs, such as workers' compensation and general liability."", 'Potential legislative or regulatory initiatives related to global warming/climate change concerns could impact business operations.', 'Dependence on key personnel for effective management and operations, with risks of retention and recruitment challenges.', 'Quarterly sales and earnings may fluctuate, leading to volatility in stock price.', 'Dependence on leased locations and distribution centers for operations, with risks related to lease renewals and disruptions.', 'Litigation and regulatory proceedings could result in unfavorable outcomes and financial impact.', 'Risks related to customer concentration in wholesale business, with potential adverse effects from changes in customer purchasing decisions.']","['Economy', 'Economy', 'Business', 'Business', 'Economy', 'Economy', 'Business', 'General', 'Business', 'Business', 'Business', 'Business']"
2011,2011-04-25,BBY,BEST BUY CO INC,"[""The Company's business may be adversely affected by changes in consumer preferences, including shifts in consumer spending towards online retailers and away from traditional brick-and-mortar stores."", 'Best Buy faces intense competition from other retailers, including online retailers, which may impact its market share and profitability.', ""The Company's financial performance may be impacted by changes in economic conditions, such as recessions or downturns in consumer spending."", ""Best Buy's reliance on key suppliers and vendors may expose it to risks related to supply chain disruptions, including natural disasters or geopolitical events."", ""The Company's ability to attract and retain qualified employees may be affected by labor market conditions and competition for talent in the retail industry.""]","['Business', 'Economy', 'Economy', 'Business', 'Economy']"
2011,2011-02-18,HSY,HERSHEY CO,"['Investigation by government regulators of alleged pricing practices by members of the confectionery industry', 'Civil antitrust suits in the United States and Canada', 'Global economic and environmental changes impacting business operations', 'Political and economic instability in international markets', 'Disruptions, failures, or security breaches of information technology infrastructure', 'Changes in governmental laws and regulations impacting costs and liabilities', 'Increases in raw material and energy costs affecting financial results', 'Market demand for new and existing products potentially declining', 'Failure to successfully execute acquisitions, divestitures, and joint ventures', 'Pension costs or funding requirements increasing at a higher rate than anticipated']","['Business', 'Business', 'Business', 'Economy', 'Business', 'Economy', 'Energy', 'Economy', 'Business', 'Economy']"
2011,2011-02-22,TAP,MOLSON COORS BREWING CO,"['Climate change and water availability may negatively affect the business', 'Concerns about product quality could harm the image and reputation of products', 'Increased frequency or duration of extreme weather conditions could impair production capabilities', 'Changes in tax, environmental, or other regulations could have a material adverse effect on financial condition', 'Advocates of prohibition and severe restrictions on alcohol consumption could impact business operations', 'Consolidation of pubs and growth in pub chains in the UK could impact pricing', 'Ban on smoking in pubs and restaurants in the UK accelerated the shift of beer volume sales from on-premise to off-premise channels', 'Continuing challenging economic environment in the UK has caused business at on-premise outlets to slow since late 2008', 'Failure to comply with existing laws and regulations or changes in regulations could result in loss, revocation, or suspension of licenses', 'Changes in various supply chain standards or agreements could adversely impact business operations', 'Competition in markets could require price reductions or increased expenditures, impacting financial results', 'Dependence on a small number of suppliers for packaging materials could lead to supply disruptions', 'Poor investment performance of pension plan holdings could impact liquidity and results of operations', 'Reliance on third-party service providers for administrative functions could lead to business disruptions', 'Indemnities provided to the purchaser of Kaiser in Brazil could result in future cash outflows and charges on the statement of operations']","['Business', 'Business', 'Weather', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business', 'Economy', 'Business', 'Economy', 'Business', 'Business']"
2011,2011-08-12,AVT,AVNET INC,"['Economic weakness and uncertainty affecting revenues and gross margins', 'Industry down-cycle in semiconductors impacting operating results', 'Failure to maintain relationships with key suppliers affecting sales', 'Declines in inventory value or unexpected order cancellations affecting business', 'Substantial defaults by customers on accounts receivable impacting business', 'Risks associated with operating internationally due to non-U.S. locations', 'Potential criminal penalties for violations of export regulations and anti-corruption laws', 'Acquisition strategy may not produce expected benefits, affecting results of operations', 'Failure to maintain effective internal controls impacting financial reporting', 'Internal information systems failing to function properly affecting business operations', 'Major disruptions to logistics capability having adverse impact on operations', 'Inadequate or cost-effective liquidity or capital resources impacting business operations', 'Agreements governing financings containing covenants and restrictions limiting business operations']","['Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business']"
2011,2011-03-23,DDS,DILLARDS INC  -CL A,"[""The recent passage of health care legislation will cause the Company's operating costs to rise in fiscal 2014 and beyond."", 'Lawsuits have been filed, and may continue to be filed, from customers and employees alleging discrimination.', 'Unforeseen events, including war, terrorism and other international conflicts, public health issues, and natural disasters such as earthquakes, hurricanes or other adverse weather and climate conditions, could disrupt our operations.', 'The regulatory environment surrounding information security and privacy is increasingly demanding, with the frequent imposition of new and constantly changing requirements.']","['Economy', 'Business', 'Weather', 'Political']"
2011,2011-06-23,HRB,BLOCK H & R INC,"[""The Company's financial performance may be negatively impacted by changes in the real estate market, including fluctuations in property values and demand for real estate services."", ""The Company's business operations may be adversely affected by natural disasters, such as hurricanes, earthquakes, or floods, which could disrupt operations and result in financial losses."", ""Changes in government regulations and policies related to the real estate industry could impact the Company's operations and profitability."", ""The Company's ability to attract and retain qualified employees may be affected by competition in the labor market and changes in employment trends."", 'Economic downturns and recessions could lead to decreased demand for real estate services, resulting in lower revenues and profitability for the Company.']","['Business', 'Business', 'Business', 'Economy', 'Economy']"
2011,2011-05-12,AZZ,AZZ INC,"['Macondo well incident and U.S. government moratorium on offshore deepwater drilling projects in the Gulf of Mexico', ""Global warming concerns and potential impact on the Company's operations"", 'Economic downturns affecting demand for products and services', 'Political and economic instability in international markets impacting the Electrical and Industrial Products Segment', 'Fluctuations in raw material prices and supply affecting operations', 'EPA regulations on greenhouse gas emissions and potential impact on the Company', 'American Clean Energy and Security Act of 2009 and potential impact on carbon-based fuels', 'Potential acquisitions involving integration risks and financial challenges', 'Use of percentage-of-completion accounting method impacting reported profits', 'Uncertainty in realizing revenue value reported in backlog', 'Variability in quarterly operating results due to various factors', 'Challenges in generating internal growth and expanding operations', 'Departure of key personnel disrupting business operations', 'Difficulty in attracting and retaining qualified employees', 'Legal proceedings and claims potentially reducing profitability and liquidity', 'Technological innovations by competitors making existing products obsolete', 'Catastrophic events disrupting business operations', 'Potential healthcare costs arising from federal healthcare reform legislation', 'Impact of new or revised employment and labor laws on union representation and business operations']","['Business', 'Business', 'Economy', 'Economy', 'Economy', 'Energy', 'Energy', 'Business', 'Business', 'Business', 'General', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business', 'Economy', 'Business']"
2011,2011-09-27,BRC,BRADY CORP,"[""Global economic conditions affecting the Company's business"", 'Fluctuations in major markets affecting sales and profitability', 'Failure to meet financial covenants required by debt agreements', 'Increase in level of debt impacting financial health', 'Changes in tax legislation or tax rates affecting net earnings', 'Impact of foreign currency fluctuations on sales, profits, and cash balances', 'Impairment of goodwill or other intangible assets negatively impacting profitability', 'Dependence on large key customers and distributors for significant portion of revenues', 'Risks associated with conducting manufacturing operations outside of the United States', 'Environmental, health, and safety laws and regulations impacting business operations', 'Failure to comply with regulations affecting financial condition, results of operations, and reputation', 'Inability to successfully complete restructuring plans to reduce costs and increase efficiencies']","['Economy', 'Economy', 'Business', 'Economy', 'Economy', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Economy']"
2011,2011-03-28,GPS,GAP INC,"['Fluctuations in cotton prices impacting product costs', 'Expansion plans in Europe and China', 'Franchise agreements with unaffiliated franchisees', 'Competitive market for prime real estate', 'Trade restrictions impacting apparel supply chain', 'IT system upgrades and potential disruptions', 'IT services agreement with IBM', 'Compliance issues with vendors and code of conduct', 'Changes in regulatory landscape affecting financial condition and operations']","['Economy', 'Economy', 'Business', 'Economy', 'Economy', 'Economy', 'Business', 'Business', 'Economy']"
2011,2011-07-15,CULP,CULP INC,"['Economic downturns affecting consumer spending habits and demand for home furnishings', 'Declines in sales for the upholstery fabrics segment in previous years', 'Increased competition and fragmentation in the upholstery fabrics business', 'Increased reliance on offshore operations and foreign sources of products or raw materials', 'Changes in the value of the U.S. dollar versus other currencies affecting financial results', ""Write-downs of assets resulting in decreased earnings and shareholders' equity"", 'Changes in the price, availability, and quality of raw materials affecting production costs and sales interruptions', 'Increases in market prices for certain fibers and yarns impacting profit margins', 'Increases in energy costs increasing operating costs and potentially affecting earnings', 'Business difficulties or failures of large customers leading to a decrease in sales and earnings', 'Loss of market share due to competition resulting in declines in sales and potential losses in earnings', 'Failure to anticipate and respond to changes in consumer tastes and fashion trends leading to declining sales and earnings', 'Litigation and environmental regulations potentially impacting sales and earnings', 'Compliance with governmental regulations affecting business operations and potential changes in regulations negatively impacting sales and earnings.']","['Economy', 'Business', 'Business', 'Economy', 'Economy', 'Business', 'Economy', 'Economy', 'Energy', 'Business', 'Business', 'Business', 'Business', 'Business']"
2011,2011-03-22,DG,DOLLAR GENERAL CORP,"['Rising fuel costs impacting transportation costs', 'Increased costs of certain commodities in 2010', 'Intensified competition in the retail market', 'Increased focus on private brands', 'Potential disruptions to distribution network', 'Impact of natural disasters on operations', 'Risks related to protection of customer data', 'Influence of KKR and other investors on decision-making', 'Potential decline in market price due to large sales of common stock']","['Energy', 'Economy', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business']"
2011,2011-07-13,AIR,AAR CORP,"['Economic downturn in the U.S. and global economies in 2008 and 2009', 'Slow recovery of global economic conditions in 2010 and 2011', 'Impact of high fuel prices on airlines', ""Tight credit markets affecting airline customers' ability to purchase parts and services"", 'Reduction in operating fleet of aircraft leading to reduced demand for parts support and maintenance activities', 'Potential airline bankruptcies due to deteriorating airline environment', 'Troop withdrawals in Afghanistan beginning in 2011', 'Scrutiny of U.S. government contractors providing services in conflict zones like Afghanistan', 'Consent agreement with the U.S. Department of State regarding export control violations', 'Potential future regulations on greenhouse gas emissions by the aviation industry', 'Potential shortage of skilled personnel or work stoppages due to collective bargaining agreements and workforce challenges']","['Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'General', 'General', 'Business', 'Economy', 'Economy']"
2011,2011-03-03,WEN,WENDY'S CO,"['Wendy’s/Arby’s announced in January 2011 that it is exploring strategic alternatives for the Arby’s brand, including a possible sale.', 'Wendy’s/Arby’s franchisees faced financial difficulties, resulting in closures of franchised Arby’s restaurants.', 'Wendy’s/Arby’s entered into a Credit Agreement in December 2009, with amendments in February and August 2010, for a revolving loan facility.', 'Wendy’s/Arby’s faced challenges in the rollout of its breakfast initiative in 2011.', 'Wendy’s/Arby’s faced risks related to changes in commodity costs, supply, fuel, utilities, distribution, and other operating costs.', 'Wendy’s/Arby’s faced risks related to adverse weather conditions impacting restaurant sales.', 'Wendy’s/Arby’s faced risks related to international operations, including economic and political conditions, differing cultures, and regulatory factors.', 'Wendy’s/Arby’s faced risks related to computer system failures, interruptions, or security breaches affecting business operations.', 'Wendy’s/Arby’s faced risks related to intellectual property protection and potential infringement claims.', 'Wendy’s/Arby’s faced risks related to asset impairment charges and other asset-related risks.', 'Wendy’s/Arby’s faced risks related to concentration of ownership by certain stockholders and anti-takeover provisions in its certificate of incorporation.']","['Business', 'Business', 'Business', 'Business', 'Economy', 'Weather', 'Business', 'Business', 'Business', 'Economy', 'Business']"
2011,2011-07-19,CAG,CONAGRA BRANDS INC,"[""The filing mentions the potential impact of economic conditions, including inflation, recession, and changes in consumer spending habits, on the company's financial performance."", ""It also discusses the risks associated with changes in commodity prices, particularly for key ingredients used in the company's products."", ""The filing highlights the potential impact of natural disasters, such as hurricanes or earthquakes, on the company's operations and supply chain."", 'It mentions the risks associated with changes in government regulations, including food safety and labeling requirements.', ""The filing also discusses the potential impact of competitive pressures and market trends on the company's sales and profitability.""]","['Economy', 'Economy', 'Business', 'Political', 'Business']"
2011,2011-03-18,COKE,COCA-COLA BTLNG CONS,"['The acquisition of the North American operations of Coca-Cola Enterprises Inc. by The Coca-Cola Company', 'Legislative proposals for a federal tax on certain sugar beverages in the U.S.', 'Concerns and regulations regarding the sale of soft drinks in schools', 'Public health concerns about obesity and the impact on demand for sugary beverages', ""Changes in interest rates and their potential impact on the Company's profitability"", ""The Patient Protection and Affordable Care Act and its potential impact on the Company's employer-sponsored medical plans""]","['Business', 'Political', 'Business', 'Political', 'Economy', 'Business']"
2011,2011-03-16,FSS,FEDERAL SIGNAL CORP,"['The company was not in compliance with its restrictive debt covenants as of December 31, 2010, but executed amendments and waivers to address the issue on March 15, 2011.', 'The company recognized impairment charges for goodwill and other intangible assets in the fourth quarter of 2010.', 'The company may be impacted by changes in ownership that could limit its ability to use net operating loss carryovers for tax benefits.', 'The company relies on access to financial markets for financing, which may be adversely affected by factors such as turmoil in the financial services industry.', 'The company operates in highly competitive markets and may face challenges in obtaining or renewing contracts.', ""The company's ability to operate effectively could be impaired if it fails to attract and retain key personnel."", 'The company may incur losses and costs as a result of product liability, warranty, recall claims, client service interruption, or other lawsuits or claims.', ""The company's ability to successfully implement acquisitions may have an adverse effect on its business."", 'The company has substantially increased its leverage to finance acquisitions, which may affect its ability to engage in business transactions.', 'The company may incur material losses and costs as a result of environmental and safety regulations.']","['Business', 'Business', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business']"
2011,2011-02-16,HUBB,HUBBELL INC,"['Global economic uncertainty impacting revenues, profitability, and cash flow', 'Sourcing products and materials from various suppliers around the world, with potential disruptions in availability, price, or quality', 'Increasing reliance on low-cost countries for materials and components, with potential political disruptions or changes affecting availability', 'Risk of products not meeting specifications from suppliers in low-cost countries, impacting ability to ship high-quality products', 'Changes in tax laws or exposure to additional income tax liabilities impacting financial condition, results of operations, and liquidity', 'Difficulty in obtaining appropriate acquisitions and integrating businesses, potentially impacting growth rate and expected synergies', 'Operating inefficiencies and additional costs related to enterprise-wide business system implementation', 'Deterioration in credit quality of customers affecting operating results and financial condition', 'Inability to access capital markets potentially adversely affecting business', 'Concentration of voting power of common stock holders, influencing matters brought to a vote', 'Litigation and environmental regulations potentially impacting operating results', 'Potential harms of natural disasters, terrorism, acts of war, international conflicts, or other disruptions to operations.']","['Economy', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business', 'Political', 'Business', 'Political']"
2011,2011-02-28,GWW,GRAINGER (W W) INC,"['Economic downturns impacting sales growth', 'Competition in the facilities maintenance industry affecting demand for products', 'Volatility in commodity prices affecting operating margins', 'Unexpected product shortages impacting customer relationships', 'Expansion of product lines impacting future sales growth', 'Information systems disruptions or breaches affecting operations', 'Need to attract, retain, and motivate key employees for competition', 'Fluctuations in foreign currency affecting reported financial performance', 'Risks associated with acquisitions, including integration challenges', 'Risks of international operations, including compliance with laws and regulations']","['Economy', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Economy', 'Business', 'Business']"
2011,2011-12-28,BDL,FLANIGANS ENTERPRISES INC,"['The disruption in the United States and global credit markets during the second half of calendar year 2008 and into calendar year 2009', 'Increases in employee minimum wages by the federal or state government', 'Instances of food-borne illnesses in the past affecting the price and availability of ingredients', 'Outbreaks of food poisoning in nationally known restaurants caused by E.coli in fresh spinach', 'Outbreaks of avian flu in Asian and European countries', 'Incidents of ""mad cow"" disease in Canadian and U.S. cattle herds', 'Instances of negative publicity about the restaurant industry due to food-borne illnesses', ""Risks associated with protecting customers' credit card data and potential security breaches""]","['Economy', 'Economy', 'Economy', 'Business', 'Weather', 'Business', 'Business', 'Business']"
2011,2011-02-28,F,FORD MOTOR CO,"['Increased credit, consumer, or data protection regulations could result in higher costs and financing restrictions for Ford Credit', 'Ford Credit is subject to regulation, supervision, and licensing under various federal, state, and local laws in the United States', ""Ford Credit's subsidiaries in some countries are regulated banking institutions and must maintain minimum capital reserves"", 'Additional regulations could impose significant costs or operational constraints on Ford Credit', 'Competitors may have access to low-cost government-insured or other funding sources, giving them a competitive advantage', ""Access to lower-cost funding by competitors' dealers and customers could adversely affect Ford Credit's ability to support the sale of Ford vehicles at competitive rates"", 'This could impact the marketability of Ford vehicles compared to certain competitive brands']","['Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'Economy', 'Economy']"
2011,2011-02-25,GPC,GENUINE PARTS CO,"['Uncertainty and/or deterioration in general macro-economic conditions, including unemployment, inflation or deflation, high energy costs, uncertain credit markets, or other economic conditions', 'Global economic challenges such as instability in credit markets, declining consumer and business confidence, fluctuating commodity prices, volatile exchange rates', 'Competition in the industries in which the company operates, including automotive and industrial parts, office products, and electrical materials', 'Consolidation in the automotive aftermarket industry leading to increased competition', 'Implementation of business initiatives in each of the four business segments to grow sales and earnings', 'Litigation risks and potential substantial judgments, fines, legal fees, and other costs', 'Compliance with federal, state, and local laws and governmental regulations relating to environmental protection, product quality standards, building and zoning requirements, and employment law matters']","['Economy', 'Economy', 'Business', 'Economy', 'Business', 'Business', 'Business']"
2011,2011-03-04,HVT,HAVERTY FURNITURE,"['Financial crisis impacting business and financial performance', 'Rise of oil and gasoline prices affecting profitability', 'Disruptions in supply chain impacting sales', 'Vulnerability of information technology infrastructure to damage', 'Security risks in electronic processing of customer information', 'Terms of revolving credit facility imposing restrictions on business operations', 'Need for replacement financing as current credit facility ends in December 2011']","['Business', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Economy']"
2011,2011-03-03,ATRO,ASTRONICS CORP,"[""The Company's business may be adversely affected by global economic conditions, including the impact of the recent global financial crisis and the ongoing sovereign debt crisis in Europe."", ""The Company's business may be adversely affected by changes in government regulations and policies, including changes in export control regulations and tariffs."", ""The Company's business may be adversely affected by fluctuations in foreign currency exchange rates, particularly with respect to the Euro and the British Pound."", ""The Company's business may be adversely affected by disruptions in the supply chain, including shortages of key components and materials."", ""The Company's business may be adversely affected by natural disasters, terrorist attacks, and other catastrophic events.""]","['Economy', 'Business', 'Economy', 'Business', 'Business']"
2011,2011-03-16,FSTR,FOSTER (LB) CO,"['Acquisition opportunities and potential financing challenges', 'Integration risks and workforce disruptions from recent acquisitions', 'Economic and market conditions impacting business', 'Fluctuations in interest rates and foreign currency exchange rates', 'Competitive industry landscape affecting pricing and sales volume', 'Intellectual property protection and improper use by third parties', 'Dependence on key customers and potential impact of capital spending changes', 'Government funding of infrastructure projects and ""Buy America"" provisions', 'Risks associated with expanding international operations', 'Dependency on a small number of suppliers for key products', 'Fluctuations in price, quality, and availability of primary raw materials', 'Capital commitments and risks associated with joint venture', 'Labor disputes and potential work stoppages', 'Adverse outcomes in pending or future litigation', 'Uncertainty around collecting future contingent payments from DM&E sale', 'Potential impact of future climate change regulation on operating costs', 'Possibility of future write-downs of intangible assets', 'Unexpected events such as fires, natural disasters, or equipment failures impacting operations']","['Economy', 'Business', 'Economy', 'Economy', 'Economy', 'Business', 'Economy', 'Economy', 'Economy', 'Business', 'Economy', 'Business', 'Economy', 'Business', 'Economy', 'Economy', 'Economy', 'Business']"
2011,2011-02-22,DLX,DELUXE CORP,"['Global economic conditions and turmoil in the financial services industry affecting operating results', 'Declines in small business optimism impacting results of operations', 'Financial institution failures and mergers impacting order volume and contract terms', 'Uncertainty regarding future economic conditions affecting operating results', 'Intense competition in all areas of business affecting profitability', 'Technological obsolescence and changing customer preferences impacting business forms products', 'Decline in check usage potentially impacting operating results', 'Need for cost reductions to maintain profitability', 'Asset impairment charges due to economic conditions affecting financial position', 'Weak direct mail response rates impacting results of operations', 'Difficulty in attracting customers in a cost-effective manner affecting business', 'Importance of promoting and strengthening the Deluxe brand for acquiring customers', 'Uncertainty regarding success of recent and future acquisitions impacting operating results', 'Cost and availability of materials, delivery services, and energy affecting operating results', 'Security breaches involving customer data damaging reputation and business', 'Interruptions to website operations or information technology systems harming business', 'Declines in equity markets affecting postretirement benefit plan assets and operating results', 'Inability to maintain licenses for third party intellectual property affecting revenue', 'Inability to attract and retain key personnel impacting business', 'Inability to protect intellectual property harming business and ability to compete', 'Interruptions in third party information technology services disrupting business', 'Legislation relating to consumer privacy protection limiting business opportunities', 'Third party intellectual property infringement claims resulting in costly litigation', 'Subject to sales and other taxes potentially impacting business', 'Environmental risks at printing facilities potentially impacting operating results']","['Economy', 'Business', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Energy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business']"
2011,2011-02-22,GNTX,GENTEX CORP,"['General Motors Corporation including a 30-day escape clause in its contracts in 2003', 'Ford Motor Company imposing new contract terms in 2004', 'Financial stresses within the worldwide automotive industry leading to potential sale of business segments or bankruptcy', 'Increased allowance for doubtful accounts in 2008 related to financially distressed Tier 1 mirror customers', 'Supply chain disruptions due to bankruptcy, work stoppages, strikes, part shortages, etc.', 'Pricing pressures from automotive customers and competitors', 'Competition with Magna Mirrors, a larger competitor', 'Uncertain equity markets impacting financial performance', 'Changes in commodity prices affecting material costs', 'Implementation of a new Enterprise Resource Planning (ERP) System in 2009', 'Manufacturing yield issues impacting margins and profitability', 'Antitakeover provisions in articles of incorporation and bylaws', 'Fluctuations in market price of common stock due to operating results, industry conditions, and general economic conditions.']","['General', 'General', 'Business', 'Business', 'Business', 'Business', 'Business', 'Economy', 'Economy', 'Business', 'Economy', 'Business', 'Economy']"
2011,2011-09-27,CBRL,CRACKER BARREL OLD CTRY STOR,"[""The impact of the Patient Protection and Affordable Care Act and the Health Care and Education Affordability Reconciliation Act of 2010 on the company's expenses"", 'The notice from Biglari Holdings, Inc. of their intention to nominate Sardar Biglari for election to the board of directors at the 2011 annual meeting of shareholders', ""The potential impact of a proxy fight and actions of activist shareholders on the company's business"", 'The potential expiration of the shareholder rights plan in 2014, which would cause dilution to a person or group attempting to acquire the company', ""The potential adverse effects of a health pandemic on the company's business operations""]","['Economy', 'General', 'Business', 'Business', 'Business']"
2011,2011-02-03,BSET,BASSETT FURNITURE INDS,"['The ongoing economic downturn and housing market crisis may continue to negatively impact consumer spending on furniture.', 'Competition from other furniture retailers and online sellers may increase, leading to potential loss of market share.', ""Fluctuations in raw material prices, particularly wood and metal, could impact the company's profitability."", ""Changes in consumer preferences and trends may result in decreased demand for the company's products."", ""Disruptions in the company's supply chain, such as transportation delays or supplier issues, could affect production and delivery of furniture.""]","['Economy', 'Business', 'Economy', 'Economy', 'Business']"
2011,2011-02-23,HAS,HASBRO INC,"[""Establishment of a joint venture with Discovery Communications, Inc. to launch a children's and family entertainment channel called THE HUB in October 2010"", ""Development of a wholly-owned studio, Hasbro Studios, responsible for developing and producing television entertainment media based on Hasbro's brands"", 'Introduction of games based on the LIVE platform and the FURREAL FRIENDS line of products in 2011', 'Establishment of a commercial paper program in early 2011 to issue up to $500,000 in commercial paper outstanding', 'Acquisition of companies to broaden and diversify product offerings, with potential synergies and efficiencies expected but uncertain realization', 'Involvement in litigation, arbitration, and regulatory matters with uncertain outcomes and potential significant expenses', 'Evaluation of goodwill for impairment, with $474,813 representing goodwill as of December 26, 2010, which could result in a write-down if profitability declines']","['Business', 'Business', 'Business', 'Business', 'Business', 'Business', 'Business']"
2011,2011-03-24,HD,HOME DEPOT INC,"['Economic uncertainty and adverse effects on financial condition and results of operations', 'Impact of housing, residential construction, and home improvement markets on financial performance', 'Competition affecting prices and demand for products and services', 'Difficulty in predicting consumer needs and trends', 'Challenges in attracting, training, and retaining qualified associates', 'Inflation or deflation of commodity prices affecting prices, demand, sales, and profit margins', 'Reliance on third-party suppliers and potential disruptions in the supply chain', 'Management of alliances and relationships with suppliers for brand name products', 'Data security breaches and potential damage to reputation and additional costs', 'Failure of key information technology systems affecting business operations', 'Disruptions in supply chain impacting inventory delivery and customer demand', 'Increased costs due to changes in laws and regulations', 'Impact of healthcare reform on labor costs and benefit plans', 'Volatility in capital markets affecting access to additional financing', 'Challenges in operating in international markets and managing international operations', 'Risks associated with installation service business and oversight of third-party installers', 'Changes in accounting standards and subjective assumptions affecting financial results', 'Involvement in legal proceedings and potential adverse effects on operations or costs']","['Economy', 'Economy', 'Economy', 'Economy', 'Business', 'Economy', 'Business', 'Business', 'Business', 'Business', 'Business', 'Economy', 'Economy', 'Economy', 'Business', 'Business', 'Business', 'Business']"
2011,2011-12-21,HRL,HORMEL FOODS CORP,"[""The risk factors mentioned in the Management's Discussion and Analysis of Financial Condition and Results of Operations for Hormel Foods Corp include potential impacts of economic conditions, competition, changes in consumer preferences, and fluctuations in commodity prices."", 'Specific real-world events mentioned in the filing are not provided in the excerpt.']","['Economy', 'Political']"
